Model,Percentage,MSE,MAE,RMSE
Simulated,,0.06249869684951486,0.207168940962452,0.24999739368544396
Simulated,,0.07902497782984337,0.22415675419127,0.2811138165047093
Simulated,,0.1000592768647322,0.24910628631075193,0.3163214770842034
Simulated,,0.03850381741681658,0.15321210207251254,0.19622389614115957
Simulated,,0.09520029003886644,0.227531597620329,0.3085454424211553
Simulated,,0.07271543301565567,0.21554094437931398,0.26965799267897783
Simulated,,0.028649170185850312,0.13663812189037947,0.1692606575251624
Simulated,,0.043254813048297154,0.17498127333726976,0.20797791480899397
Simulated,,0.06357938036793072,0.2128327603042947,0.25214951986456513
Simulated,,0.03314426488726404,0.15326372281855202,0.1820556642548208
Simulated,,0.06615403885714635,0.20618651109427116,0.25720427457012907
Simulated,,0.1023606894966986,0.24688840500490722,0.31993857144254834
Simulated,,0.057607859447657325,0.17383729524277008,0.2400163732907764
Simulated,,0.08506761528251532,0.22650953730395695,0.2916635309436463
Simulated,,0.021745244413450826,0.11708302555052014,0.14746268820773215
Simulated,,0.11472637895851856,0.26058954878894675,0.33871282668142133
Simulated,,0.08482884664325693,0.21526416303736653,0.29125392124958066
Simulated,,0.11973070632859137,0.28674034176763774,0.34602125126730493
Simulated,,0.09559751019795956,0.2167296428962006,0.3091884703509488
Simulated,,0.029712537953856238,0.13776583843483933,0.17237325185148722
Simulated,,0.056339244929836,0.18882384842414593,0.2373588947771623
Simulated,,0.0672429212642133,0.20441476954032115,0.2593124009071169
Simulated,,0.09979519319269453,0.23632659254947289,0.3159037720456888
Simulated,,0.051658639993499844,0.18401199308363306,0.2272853712703478
Simulated,,0.0631475272281616,0.20453258575732775,0.25129171738869865
Simulated,,0.16549239919536896,0.32552803166298816,0.406807570228688
Simulated,,0.07888038394909166,0.21903564549658328,0.2808565184379591
Simulated,,0.08638242526827687,0.23137000173663258,0.29390887238781493
Simulated,,0.05529506203689693,0.19446301306414218,0.23514902091417886
Simulated,,0.05473859973207615,0.17951224762547363,0.23396281698611032
Simulated,,0.07474510314221446,0.2074255976255511,0.2733955068069233
Simulated,,0.08134422845177541,0.1891238615175378,0.2852090960186498
Simulated,,0.19536638725461838,0.3013087066862994,0.44200270050602447
Simulated,,0.09091219156546176,0.21211440713262641,0.30151648639081374
Simulated,,0.07751884747748014,0.22346232640643351,0.278422067152516
Simulated,,0.07049658395342075,0.22072189197466965,0.265511928081246
Simulated,,0.08298642114640904,0.20910942819228104,0.28807363840936406
Simulated,,0.02033179839280194,0.11721551053373937,0.142589615304909
Simulated,,0.2660350477958203,0.40707406402267,0.5157858545906627
Simulated,,0.06051471820503569,0.18272350377075153,0.2459973947118865
Simulated,,0.06522125660219043,0.189135131342609,0.25538452694356883
Simulated,,0.05651328162224231,0.1861295807027134,0.2377252229407774
Simulated,,0.05782287167827069,0.19027495462553384,0.24046386771877118
Simulated,,0.08354457926001223,0.2347270419959315,0.2890407916886685
Simulated,,0.061375064002991246,0.18553576556042944,0.24773991201054232
Simulated,,0.06057385628096916,0.19108221914567708,0.24611756597400591
Simulated,,0.06909149084913782,0.2023945350039274,0.2628526028958774
Simulated,,0.07033807398285029,0.21389820263889373,0.2652132613253913
Simulated,,0.08817985880504169,0.24329868058423332,0.29695093669669015
Simulated,,0.17284594792547575,0.34952985799164127,0.41574745690800774
Simulated,,0.09381846204529307,0.2468428288145145,0.30629799549669445
Simulated,,0.061525049141136524,0.20614354227344187,0.2480424341541917
Simulated,,0.15297938272393352,0.27806660419109513,0.39112578887607696
Simulated,,0.061676196409544685,0.17342559524957898,0.24834692752185336
Simulated,,0.06428028462602993,0.20228953568058103,0.2535355687591584
Simulated,,0.08846204898419721,0.22494608621270962,0.2974257033011727
Simulated,,0.07508147279294411,0.2306821569135414,0.2740099866664427
Simulated,,0.07941283197382806,0.2370861301132071,0.2818028246377741
Simulated,,0.09274643683857954,0.23675152198230465,0.3045429966992831
Simulated,,0.045458140915985906,0.1639648375325693,0.2132091482933739
Simulated,,0.09548293479058802,0.25306004287696104,0.30900313071324703
Simulated,,0.02396150555226921,0.1285087266017673,0.15479504369413516
Simulated,,0.04168037410549115,0.15949338803328558,0.20415771870172128
Simulated,,0.11165836869981614,0.2587855877131999,0.3341532114162845
Simulated,,0.09180468572625293,0.2336110469188674,0.3029928806527522
Simulated,,0.0608109601324255,0.20312091536493476,0.24659878372049102
Simulated,,0.0667512649490709,0.1898461353687062,0.2583626616774779
Simulated,,0.12009623457147837,0.2577705865782778,0.3465490363158991
Simulated,,0.12491492855147045,0.2879817331687108,0.3534330609202688
Simulated,,0.08245333963963175,0.2197121370124295,0.28714689557721457
Simulated,,0.08233483161200607,0.23763631504515645,0.28694046701712544
Simulated,,0.05379266663893806,0.18413941033573697,0.23193246137386214
Simulated,,0.04166377267848634,0.1580779039290092,0.20411705631447447
Simulated,,0.133044268902598,0.30220033665932183,0.3647523391324557
Simulated,,0.044586032315523154,0.16633809543413602,0.21115404877842894
Simulated,,0.024568636444886088,0.12397137645056351,0.15674385616312395
Simulated,,0.07255512747470508,0.20997716297419416,0.26936059005486507
Simulated,,0.05595490674376134,0.1913747571686205,0.23654789524272107
Simulated,,0.039405394421458385,0.1656220689681919,0.19850792029906109
Simulated,,0.04710931607057229,0.1687066728463998,0.2170468061745491
Simulated,,0.05048733059890883,0.17967579497825026,0.22469385972675984
